Área de Avaliação	Código da IES	Nome da IES*	Categoria Administrativa	Modalidade de Ensino	Sigla da UF** 	Nº  de Concluintes Participantes	Nota Padronizada - FG	Nota Padronizada - CE	Conceito Enade (Contínuo)	Conceito Enade (Faixa)	 Proporção de Concluintes participantes com nota no Enem	 Nota Bruta - IDD	 IDD (Contínuo)	 IDD (Faixa)
ENGENHARIA ELÉTRICA	448	CENTRO UNIVERSITÁRIO RITTER DOS REIS	Privada com fins lucrativos	Educação Presencial	RS	13	3,217819218	1,352941176	1,819160687	2	0,538461538	-0,443070935	2,362381549	3
ODONTOLOGIA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	62	3,148586125	3,679315545	3,54663319	4	0,870967742	4,186637158	3,594530642	4
FARMÁCIA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	5	3,67887845	4,192380435	4,064004938	5	0,2			SC
ENGENHARIA ELÉTRICA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	26	2,852628853	3,308823529	3,19477486	4	0,692307692	2,182296884	3,6494103	4
ENGENHARIA CIVIL	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	78	3,037883169	2,936133941	2,961571248	4	0,705128205	3,587919688	3,172673326	4
NUTRIÇÃO	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	32	3,5610668	2,749064714	2,952065236	4	0,65625	-1,464110036	1,957288827	3
MEDICINA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	102	4,250068721	4,494691505	4,433535809	5	0,980392157	4,317510385	3,725708757	4
ARQUITETURA E URBANISMO	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	72	3,310124197	3,655952617	3,569495512	4	0,875	4,075384776	4,42881649	5
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	17	3,155855835	3,358379273	3,307748414	4	0,764705882	0,821371326	2,678312609	3
ENGENHARIA MECÂNICA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	47	3,623488488	2,931731263	3,104670569	4	0,914893617	3,09379843	3,516902225	4
ENGENHARIA QUÍMICA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	26	2,481639308	3,051822509	2,909276709	3	0,923076923	1,446115007	3,108384277	4
FISIOTERAPIA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	17	3,302492672	3,485416995	3,439685914	4	0,647058824	1,572053259	2,947757782	4
ENFERMAGEM	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	14	2,989554689	4,164006526	3,870393567	4	0,714285714	6,743518094	4,217717823	5
ENGENHARIA DE PRODUÇÃO	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	54	2,720166754	3,742509992	3,486924182	4	0,703703704	3,609026628	4,357813905	5
BIOMEDICINA	21	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	30	3,118629519	2,580881591	2,715318573	3	0,833333333	1,230288703	2,557605734	3
ENGENHARIA CIVIL	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	13	3,27742433	2,755829908	2,886228513	3	0,769230769	3,931936435	3,265067998	4
FISIOTERAPIA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	5	4,23889097	3,742176834	3,866355368	4	1	2,042892436	3,079232782	4
NUTRIÇÃO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	12	3,54885344	3,750990645	3,700456344	4	0,583333333	-1,109970588	2,11095883	3
ENFERMAGEM	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	19	3,373429281	3,917593516	3,781552457	4	0,842105263	6,443811316	4,14282904	5
ENGENHARIA DE PRODUÇÃO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	5	3,09015112	3,911942446	3,706494615	4	0,6	-0,413695014	2,151023516	3
ENGENHARIA QUÍMICA	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	24	2,47311409	2,613582826	2,578465642	3	0,875	0,471250374	2,542400363	3
ENGENHARIA MECÂNICA	2194	FACULDADE ANHANGUERA DO RIO GRANDE	Privada com fins lucrativos	Educação Presencial	RS	3	2,232068908	1,785026617	1,89678719	2	0			SC
FISIOTERAPIA	2194	FACULDADE ANHANGUERA DO RIO GRANDE	Privada com fins lucrativos	Educação Presencial	RS	6	2,351442488	2,244006335	2,270865373	3	0,333333333	-0,444663712	2,384618865	3
ENGENHARIA CIVIL	2194	FACULDADE ANHANGUERA DO RIO GRANDE	Privada com fins lucrativos	Educação Presencial	RS	3	5	3,516789767	3,887592325	4	0			SC
FARMÁCIA	2194	FACULDADE ANHANGUERA DO RIO GRANDE	Privada com fins lucrativos	Educação Presencial	RS	17	0,824792998	0,385877721	0,495606541	1	0,588235294	-6,52310539	0,600081457	1
ARQUITETURA E URBANISMO	2194	FACULDADE ANHANGUERA DO RIO GRANDE	Privada com fins lucrativos	Educação Presencial	RS	5	0,807108022	1,156026963	1,068797227	2	0,4	-1,272818471	2,100612751	3
ENFERMAGEM	2194	FACULDADE ANHANGUERA DO RIO GRANDE	Privada com fins lucrativos	Educação Presencial	RS	20	2,279649685	1,474072498	1,675466794	2	0,75	-4,208283511	1,4811528	2
ENGENHARIA MECÂNICA	601	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	9	1,695102424	2,521991921	2,315269546	3	1	0,180458129	2,383207052	3
ENGENHARIA CIVIL	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	8	3,717105263	2,89721821	3,102189973	4	1	3,221485512	3,074257869	4
ENGENHARIA MECÂNICA	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	19	2,869584928	2,607436021	2,672973248	3	0,894736842	1,150046265	2,76051189	3
ENGENHARIA CIVIL	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	26	3,25428957	3,451345099	3,402081217	4	0,961538462	3,913919056	3,260228961	4
ENGENHARIA CIVIL	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	34	2,715243992	3,385089971	3,217628477	4	1	4,147543143	3,322974804	4
ENFERMAGEM	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	32	3,362493603	3,359979074	3,360607706	4	0,9375	1,512476255	2,910619078	3
ENGENHARIA DE ALIMENTOS	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	22	3,256140267	2,647170553	2,799412981	3	0,954545455	2,25705406	3,648755118	4
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	24	2,575569493	1,906979409	2,07412693	3	1	-1,110724199	1,573056078	2
MEDICINA	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	73	3,891344972	3,622418765	3,689650317	4	0,98630137	0,98826905	2,631755137	3
ENGENHARIA MECÂNICA	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	40	2,752608912	2,704043493	2,716184848	3	0,975	1,427731007	2,868569933	3
TECNOLOGIA EM GESTÃO AMBIENTAL	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	5	3,891072431	3,93530023	3,924243281	4	1	1,221438043	3,307930417	4
ENGENHARIA MECÂNICA	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	9	3,562751919	2,730396043	2,938485012	3	1	-0,233447248	2,222140208	3
AGRONOMIA	3336	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Pública Estadual	Educação Presencial	RS	18	2,386674712	2,245563226	2,280841097	3	0,888888889	-0,670549257	2,278227435	3
FARMÁCIA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	12	2,899685422	3,40004462	3,274954821	4	0,833333333	1,034679659	2,649713972	3
ENFERMAGEM	2687	FACULDADE DOM ALBERTO	Privada com fins lucrativos	Educação Presencial	RS	21	2,748114467	2,889165881	2,853903028	3	0,80952381	6,35943556	4,121745775	5
FISIOTERAPIA	2687	FACULDADE DOM ALBERTO	Privada com fins lucrativos	Educação Presencial	RS	7	3,510142911	3,302113484	3,35412084	4	0,857142857	3,809146607	3,5724336	4
ENGENHARIA AMBIENTAL	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	6	0,968674036	1,57580726	1,424023954	2	0,5	-0,244207756	2,348972806	3
FISIOTERAPIA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	7	3,650805545	3,28245317	3,374541264	4	0,857142857	1,153682142	2,830933725	3
ENGENHARIA ELÉTRICA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	16	1,29040404	1,454044118	1,413134098	2	0,875	-1,856637602	1,669411623	2
ODONTOLOGIA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	22	1,954790636	2,61210793	2,447778607	3	0,590909091	0,922983326	2,725698724	3
ENGENHARIA DE PRODUÇÃO	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	11	2,679899569	3,096664487	2,992473257	4	0,818181818	2,426385413	3,709038897	4
ENGENHARIA MECÂNICA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	16	2,946413782	2,09650017	2,308978573	3	0,875	2,208273284	3,1723096	4
ENGENHARIA CIVIL	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	24	2,667084378	2,32586904	2,411172875	3	0,875	3,069119831	3,033336091	4
ENFERMAGEM	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	33	2,687171514	2,500854469	2,54743373	3	0,939393939	0,926448083	2,764186167	3
ARQUITETURA E URBANISMO	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	30	2,75353626	3,722323553	3,480126729	4	0,866666667	3,521425087	4,187664282	5
ENGENHARIA QUÍMICA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	0				SC				SC
NUTRIÇÃO	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	38	2,086556121	2,777881602	2,605050232	3	0,684210526	1,246583223	3,133526732	4
BIOMEDICINA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	24	2,637027385	1,793057846	2,004050231	3	0,791666667	0,838588395	2,470530118	3
MEDICINA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	80	3,047181395	1,877707097	2,170075671	3	1	-3,851545857	1,041442959	2
MEDICINA VETERINÁRIA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	18	2,409829841	3,503979818	3,230442324	4	0,777777778	4,297392398	3,741543214	4
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	5	2,095910101	2,690205204	2,541631428	3	1	0,688943466	2,602557164	3
ENGENHARIA DE PRODUÇÃO	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação a Distância	RS	0				SC				SC
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	295	UNIVERSIDADE DE SANTA CRUZ DO SUL	Comunitária/Confessional	Educação Presencial	RS	20	2,870213713	3,738253539	3,521243583	4	0,75	2,518873471	3,297699813	4
NUTRIÇÃO	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	25	2,687078764	3,431153655	3,245134932	4	0,84	0,131133152	2,649504923	3
ODONTOLOGIA	15894	SOBRESP - Faculdade de Ciências da Saúde	Privada com fins lucrativos	Educação Presencial	RS	33	2,155037121	1,895632119	1,960483369	3	0,727272727	-1,650253048	2,040665932	3
ENFERMAGEM	2647	FACULDADE INTEGRADA DE SANTA MARIA	Privada com fins lucrativos	Educação Presencial	RS	45	1,521004611	2,05528363	1,921713875	2	0,777777778	-1,724679316	2,101739679	3
TECNOLOGIA EM GESTÃO AMBIENTAL	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	26	3,36025569	3,335256439	3,341506252	4	0,961538462	0,890006668	3,004513945	4
ENGENHARIA MECÂNICA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	45	3,544807023	3,057801941	3,179553211	4	0,955555556	2,594665818	3,322670116	4
TECNOLOGIA EM AGRONEGÓCIOS	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	16	2,56189451	2,178734508	2,274524508	3	1	-0,929083867	0,726591335	1
ZOOTECNIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	51	2,993927126	2,866559854	2,898401672	3	0,980392157	-0,844312817	2,169968152	3
MEDICINA VETERINÁRIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	73	3,743453229	4,479261026	4,295309077	5	0,98630137	4,109585568	3,680302451	4
ENGENHARIA CIVIL	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	65	3,964141122	4,362430257	4,262857973	5	0,969230769	8,478114741	4,486062777	5
AGRONOMIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	81	3,131561411	3,336815749	3,285502165	4	0,962962963	-1,084140081	2,153555457	3
FISIOTERAPIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	41	3,814637802	4,211323062	4,112151747	5	1	2,924977441	3,325542205	4
FONOAUDIOLOGIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	17	4,530356301	4,234497476	4,308462182	5	1	1,431982659	3,181743617	4
ENFERMAGEM	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	45	3,752159893	3,841952188	3,819504114	4	0,933333333	6,171596344	4,074809732	5
MEDICINA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	119	3,996908101	3,478177453	3,607860115	4	0,983193277	-0,317234399	2,20278046	3
ODONTOLOGIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	60	4,481153586	3,868919022	4,021977663	5	0,933333333	5,023292841	3,817260503	4
FARMÁCIA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	71	3,329206591	4,183423524	3,969869291	5	0,985915493	5,397462109	3,83287818	4
ARQUITETURA E URBANISMO	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	43	3,972573809	4,503660808	4,370889058	5	0,906976744	2,204918583	3,614556787	4
ENGENHARIA ELÉTRICA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	59	3,461279461	4,246510469	4,050202717	5	0,93220339	4,187105987	4,632223809	5
ENGENHARIA QUÍMICA	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	59	3,556702976	3,967177617	3,864558957	4	0,949152542	3,710515668	4,423043057	5
ENGENHARIA DE COMPUTAÇÃO I	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	21	3,219797484	3,488891119	3,42161771	4	0,952380952	5,355347391	4,444133446	5
ENGENHARIA DE PRODUÇÃO	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	35	2,9654582	3,247194245	3,176760233	4	0,857142857	-0,87758302	1,896543171	2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	38	3,01849292	3,036197432	3,031771304	4	0,947368421	0,520150965	2,505999301	3
ENGENHARIA AMBIENTAL	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	14	2,752176961	3,589092967	3,379863966	4	1	0,755722357	2,91894143	3
ENGENHARIA FLORESTAL	582	UNIVERSIDADE FEDERAL DE SANTA MARIA	Pública Federal	Educação Presencial	RS	24	4,286728697	3,637523972	3,799825154	4	0,791666667	4,373875286	4,39781887	5
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	2	1,60730187	2,259926911	2,096770651	3	0			SC
FISIOTERAPIA	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	8	2,047396028	2,745276064	2,570806055	3	0,375	-0,066479882	2,490221206	3
ARQUITETURA E URBANISMO	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	27	1,99508775	2,394395982	2,294568924	3	0,62962963	-0,402439724	2,479509917	3
ENGENHARIA AMBIENTAL	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	2	2,335458423	2,535865555	2,485763772	3	1	0,803566441	2,946212963	4
ODONTOLOGIA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	55	2,549977969	2,387981721	2,428480783	3	0,981818182	-0,835813863	2,257481439	3
ENGENHARIA QUÍMICA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	9	0,873560147	1,907283366	1,648852562	2	0,888888889	-0,58514741	1,929080183	2
MEDICINA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	44	3,617396457	4,137505754	4,007478429	5	1	4,461819184	3,773127107	4
FARMÁCIA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	8	3,414859071	4,636761887	4,331286183	5	0,75	6,716554149	4,190609171	5
ARQUITETURA E URBANISMO	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	24	3,218977147	3,479183188	3,414131678	4	0,958333333	0,815015181	3,009497827	4
ENFERMAGEM	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	18	3,03691903	3,07866922	3,068231673	4	0,833333333	4,029574461	3,539575222	4
TECNOLOGIA EM RADIOLOGIA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	11	2,611470879	3,024809852	2,921475108	3	0,727272727	1,173222731	2,473706554	3
BIOMEDICINA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	25	3,409369571	3,640754284	3,582908106	4	0,88	6,698313813	3,773156608	4
FISIOTERAPIA	426	UNIVERSIDADE FRANCISCANA	Comunitária/Confessional	Educação Presencial	RS	33	2,051432269	3,081034252	2,823633756	3	0,848484848	2,49808368	3,206338324	4
AGRONOMIA	3336	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Pública Estadual	Educação Presencial	RS	13	1,849434222	1,879039789	1,871638397	2	1	-3,359585631	1,46764977	2
ENGENHARIA MECÂNICA	532	UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	6	2,89879079	1,046551138	1,509611051	2	0,833333333	-2,006335578	1,532239704	2
ARQUITETURA E URBANISMO	4098	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Pública Federal	Educação Presencial	RS	38	3,045485793	3,79505092	3,607659638	4	1	3,910774673	4,357157684	5
ENFERMAGEM	1842	FACULDADES INTEGRADAS MACHADO DE ASSIS	Comunitária/Confessional	Educação Presencial	RS	31	2,761751289	2,887825595	2,856307019	3	0,838709677	0,925889188	2,764046513	3
ENGENHARIA CIVIL	532	UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	24	1,892752715	1,952576101	1,937620254	2	0,625	0,994964676	2,476267616	3
ENGENHARIA ELÉTRICA	532	UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL	Comunitária/Confessional	Educação Presencial	RS	12	2,579124579	3,143382353	3,002317909	4	0,583333333	0,049160005	2,603686926	3
FARMÁCIA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	13	2,507514135	2,981739248	2,863182969	3	0,692307692	3,215234726	3,241069314	4
MEDICINA VETERINÁRIA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	34	1,942756113	2,12642711	2,080509361	3	0,823529412	0,633347791	2,546757649	3
ARQUITETURA E URBANISMO	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	9	1,358073136	2,191316416	1,983005596	3	1	-0,474738797	2,448036361	3
AGRONOMIA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	16	1,000694488	1,518314092	1,388909191	2	0,875	-3,654334685	1,378801213	2
ENFERMAGEM	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	14	3,147861647	2,684968433	2,800691737	3	0,857142857	1,033964666	2,791051712	3
ENGENHARIA MECÂNICA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	9	1,297553973	2,739457092	2,378981312	3	0,777777778	0,801533583	2,624891913	3
AGRONOMIA	21537	Faculdade de Santo Ângelo	Privada com fins lucrativos	Educação Presencial	RS	32	2,044079417	1,662327422	1,757765421	2	0,75	-2,219794088	1,811226218	2
MEDICINA VETERINÁRIA	21537	Faculdade de Santo Ângelo	Privada com fins lucrativos	Educação Presencial	RS	149	1,557319004	1,4195952	1,454026151	2	0,697986577	-4,851140475	0,758354908	1
ENGENHARIA CIVIL	21537	Faculdade de Santo Ângelo	Privada com fins lucrativos	Educação Presencial	RS	15	1,795321637	1,495582876	1,570517567	2	0,6	-2,949822828	1,416792025	2
ENGENHARIA AMBIENTAL	21537	Faculdade de Santo Ângelo	Privada com fins lucrativos	Educação Presencial	RS	6	1,854790625	1,56852029	1,640087874	2	0,333333333	-1,158486978	1,827825915	2
TECNOLOGIA EM AGRONEGÓCIOS	4098	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Pública Federal	Educação Presencial	RS	8	1,95755805	2,084148728	2,052501059	3	0,75	-0,828802032	0,840230091	1
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	4098	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Pública Federal	Educação Presencial	RS	19	3,967286873	4,2814334	4,202896768	5	0,736842105	4,578288765	3,941585319	4
BIOMEDICINA	1231	FACULDADE CNEC SANTO ÂNGELO	Comunitária/Confessional	Educação Presencial	RS	8	2,072823591	1,357520136	1,536346	2	0,875	-2,428378676	1,744278025	2
ODONTOLOGIA	1231	FACULDADE CNEC SANTO ÂNGELO	Comunitária/Confessional	Educação Presencial	RS	12	2,865153351	2,769095558	2,793110006	3	0,75	0,548594925	2,626031109	3
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	1231	FACULDADE CNEC SANTO ÂNGELO	Comunitária/Confessional	Educação Presencial	RS	3	1,691896705	2,880646746	2,583459236	3	0,666666667	1,719683983	3,047829605	4
FISIOTERAPIA	1231	FACULDADE CNEC SANTO ÂNGELO	Comunitária/Confessional	Educação Presencial	RS	11	1,872815832	1,376743239	1,500761387	2	0,818181818	-2,809521866	1,724266581	2
ENFERMAGEM	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	22	2,739511702	2,811687851	2,793643814	3	0,818181818	1,20499311	2,833787188	3
ENGENHARIA QUÍMICA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	9	2,379022681	0,462490697	0,941623693	1	1	-3,002408315	0,525674273	1
FARMÁCIA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	26	1,985202934	2,504507912	2,374681668	3	0,884615385	1,262589747	2,711522018	3
ENGENHARIA CIVIL	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	23	2,732374414	2,373529831	2,463240977	3	0,913043478	2,371483601	2,845967682	3
AGRONOMIA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	44	1,998714854	1,881694835	1,91094984	2	0,704545455	-1,196469009	2,119695253	3
ENGENHARIA ELÉTRICA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	18	1,763561541	1,674019608	1,696405091	2	0,833333333	1,173058094	3,154653211	4
ARQUITETURA E URBANISMO	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	17	1,987054141	2,320543919	2,237171475	3	0,823529412	-0,984154656	2,226275173	3
ENGENHARIA DE ALIMENTOS	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	9	3,55126086	0,464137048	1,235918001	2	0,888888889	-1,052610775	1,737992684	2
